tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
1450534	Aspergillus brunneoviolaceus CBS 621.78	37083440	0	live	BO95DRAFT_329402	BO95DRAFT_329402	mitochondrial genome maintenance MGM101	mitochondrial genome maintenance MGM101		Unknown							
1448321	Aspergillus heteromorphus CBS 117.55	37064158	0	live	BO70DRAFT_356109	BO70DRAFT_356109	mitochondrial genome maintenance MGM101	mitochondrial genome maintenance MGM101		Unknown							
1448314	Aspergillus eucalypticola CBS 122712	37051540	0	live	BO83DRAFT_363593	BO83DRAFT_363593	mitochondrial genome maintenance MGM101	mitochondrial genome maintenance MGM101		Unknown							
45357	[Candida] haemulonis	37005397	0	live	CXQ85_000064	CXQ85_000064	mitochondrial genome maintenance protein MGM101	mitochondrial genome maintenance protein MGM101		Unknown							
1231522	[Candida] duobushaemulonis	37002837	0	live	CXQ87_002837	CXQ87_002837	mitochondrial genome maintenance protein MGM101	mitochondrial genome maintenance protein MGM101		Unknown							
1095630	Hyaloscypha bicolor E	36588271	0	live	K444DRAFT_612721	K444DRAFT_612721	mitochondrial genome maintenance MGM101	mitochondrial genome maintenance MGM101		Unknown							
418784	[Candida] pseudohaemulonii	36565126	0	live	C7M61_001736	C7M61_001736	mitochondrial genome maintenance protein MGM101	mitochondrial genome maintenance protein MGM101		Unknown							
1392255	Aspergillus novofumigatus IBT 16806	36533549	0	live	P174DRAFT_437197	P174DRAFT_437197	putative mitochondrial genome maintenance protein Mgm101	putative mitochondrial genome maintenance protein Mgm101		Unknown							
64571	Lobosporangium transversale	33564446	0	live	BCR41DRAFT_344841	BCR41DRAFT_344841	mitochondrial genome maintenance MGM101-domain-containing protein			Unknown							
4999	Kockovaella imperatae	33554911	0	live	BD324DRAFT_575055	BD324DRAFT_575055	mitochondrial genome maintenance MGM101-domain-containing protein			Unknown							
236234	Diplodia corticola	31012838	0	live	BKCO1_200074	BKCO1_200074	mgm101 protein			Unknown							
1441469	Talaromyces atroroseus	31002325	0	live	UA08_02570	UA08_02570	Mitochondrial genome maintenance protein MGM101			Unknown							
215243	Exophiala oligosperma	27353433	0	live	PV06_01359	PV06_01359	mitochondrial genome maintenance protein MGM101			Unknown							
91928	Exophiala spinifera	27327226	0	live	PV08_00143	PV08_00143	mitochondrial genome maintenance protein MGM101			Unknown							
871575	Ogataea parapolymorpha DL-1	25770729	0	live	HPODL_01266	HPODL_01266	Mitochondrial genome maintenance protein MGM101			VI	NC_027861.1	287935	288765	minus	1		
348802	Exophiala xenobiotica	25326554	0	live	PV05_04646	PV05_04646	mitochondrial genome maintenance protein mgm101			Unknown							
1442368	Fonsecaea pedrosoi CBS 271.37	25303706	0	live	Z517_04216	Z517_04216	mitochondrial genome maintenance protein MGM101			Unknown							
694068	Fomitiporia mediterranea MF3/22	18680576	0	live	FOMMEDRAFT_90628	FOMMEDRAFT_90628	mitochondrial genome maintenance MGM101	mitochondrial genome maintenance MGM101		Unknown							
559305	Trichophyton rubrum CBS 118892	10376817	0	live	TERG_08637	TERG_08637	mitochondrial genome maintenance protein MGM101										
526221	Verticillium alfalfae VaMs.102	9528417	0	live	VDBG_09200	VDBG_09200	mitochondrial genome maintenance protein mgm101			Unknown							
554155	Microsporum canis CBS 113480	9230151	0	live	MCYG_04772	MCYG_04772	mitochondrial genome maintenance protein MGM101	mitochondrial genome maintenance protein MGM101		Unknown							
559298	Blastomyces gilchristii SLH14081	8509001	0	live	BDBG_06961	BDBG_06961	mitochondrial genome maintenance protein MGM101	mitochondrial genome maintenance protein MGM101		Unknown							
336963	Uncinocarpus reesii 1704	8440861	0	live	UREG_02181	UREG_02181	mitochondrial genome maintenance protein mgm101										
441959	Talaromyces stipitatus ATCC 10500	8097740	0	live	TSTA_122750	TSTA_122750	mitochondrial genome maintenance protein Mgm101, putative										
441960	Talaromyces marneffei ATCC 18224	7025868	0	live	PMAA_087400	PMAA_087400	mitochondrial genome maintenance protein Mgm101, putative	mitochondrial genome maintenance protein Mgm101, putative		Unknown							
426418	Pyrenophora tritici-repentis Pt-1C-BFP	6346626	0	live	PTRG_08344	PTRG_08344	mitochondrial genome maintenance protein MGM101										
339724	Histoplasma capsulatum NAm1	5442656	0	live	HCAG_08682	HCAG_08682	mitochondrial genome maintenance protein MGM101			Unknown							
379508	Lodderomyces elongisporus NRRL YB-4239	5233981	0	live	LELG_01604	LELG_01604	mitochondrial genome maintenance protein MGM101										
425011	Aspergillus niger CBS 513.88	4989032	0	live	ANI_1_1872144	ANI_1_1872144, An16g06400	genome maintenance protein MGM101										
341663	Aspergillus terreus NIH2624	4319972	0	live	ATEG_04393	ATEG_04393	mitochondrial genome maintenance protein MGM101										
590646	Yamadazyma tenuis ATCC 10573	18246965	0	live	CANTEDRAFT_113453	CANTEDRAFT_113453	hypothetical protein;mitochondrial genome maintenance MGM101	hypothetical protein;mitochondrial genome maintenance MGM101		Unknown							
45264	Acropora millepora	114966508	0	live	LOC114966508		mitochondrial genome maintenance protein MGM101-like	mitochondrial genome maintenance protein MGM101-like		Un							
151771	Dendronephthya gigantea	114516715	0	live	LOC114516715		mitochondrial genome maintenance protein MGM101-like	mitochondrial genome maintenance protein MGM101-like		Un							
58331	Quercus suber	112036858	0	live	LOC112036858	CFP56_16466	mitochondrial genome maintenance protein MGM101-like	mitochondrial genome maintenance protein MGM101-like		Un							
48498	Orbicella faveolata	110048724	0	live	LOC110048724		mitochondrial genome maintenance protein MGM101-like	mitochondrial genome maintenance protein MGM101-like		Un							
70779	Acropora digitifera	107357817	0	live	LOC107357817		mitochondrial genome maintenance protein MGM101-like	mitochondrial genome maintenance protein MGM101-like		Un							
400682	Amphimedon queenslandica	100639975	0	live	LOC100639975		mitochondrial genome maintenance protein mgm101 homolog	mitochondrial genome maintenance protein mgm101 homolog		Un							
400682	Amphimedon queenslandica	100639382	0	live	LOC100639382		mitochondrial genome maintenance protein mgm101 homolog	mitochondrial genome maintenance protein mgm101 homolog		Un							
27291	Saccharomyces paradoxus	54631730	0	live	SPAR_J03210	SPAR_J03210	Mgm101	Mgm101		X	NC_047496.1	695841	696650	plus	1		
5068	Aspergillus tubingensis	56009316	0	live	AtWU_09838	AtWU_09838	mitochondrial genome maintenance MGM101	mitochondrial genome maintenance MGM101		Unknown							
1094350	Geosmithia morbida	55973311	0	live	GMORB2_7088	GMORB2_7088	Mitochondrial genome maintenance MGM101	Mitochondrial genome maintenance MGM101		Unknown							
1080349	Saccharomyces eubayanus	28932290	0	live	DI49_3153	DI49_3153	ancestor homolog: Anc_4.380; saccharomyces cerevisiae ortholog: YJR144W	ancestor homolog: Anc_4.380|saccharomyces cerevisiae ortholog: YJR144W|MGM101-like protein		X	NC_030985.1	690852	691667	plus	1		
1081104	Isaria fumosorosea ARSEF 2679	30018933	0	live	ISF_02641	ISF_02641	mitochondrial genome maintenance protein MGM101			Unknown							
1043002	Aureobasidium pullulans EXF-150	40751011	0	live	M438DRAFT_377055	M438DRAFT_377055	mitochondrial genome maintenance MGM101	mitochondrial genome maintenance MGM101		Unknown							
698492	Saitoella complicata NRRL Y-17804	30186421	0	live	SAICODRAFT_58033	SAICODRAFT_58033	mitochondrial genome maintenance protein MGM101	mitochondrial genome maintenance protein MGM101		Unknown							
869754	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	30031555	0	live	METBIDRAFT_76760	METBIDRAFT_76760	mitochondrial genome maintenance MGM101			Unknown							
245834	Neohortaea acidophila	54473464	0	live	BDY17DRAFT_290182	BDY17DRAFT_290182	mitochondrial genome maintenance MGM101-domain-containing protein	mitochondrial genome maintenance MGM101-domain-containing protein		Unknown							
1392243	Eremomyces bilateralis CBS 781.70	54421156	0	live	P152DRAFT_464787	P152DRAFT_464787	mitochondrial genome maintenance MGM101	mitochondrial genome maintenance MGM101		Unknown							
293939	Aspergillus lentulus	54314419	0	live	IFM58399_02226	IFM58399_02226	mitochondrial genome maintenance protein MGM101	mitochondrial genome maintenance protein MGM101		Unknown							
1506151	Aspergillus pseudonomius	43664687	0	live	BDV37DRAFT_210352	BDV37DRAFT_210352	mitochondrial genome maintenance MGM101-domain-containing protein	mitochondrial genome maintenance MGM101-domain-containing protein		Unknown							
61420	Aspergillus caelatus	43651180	0	live	BDV27DRAFT_127294	BDV27DRAFT_127294	mitochondrial genome maintenance MGM101-domain-containing protein	mitochondrial genome maintenance MGM101-domain-containing protein		Unknown							
132259	Aspergillus pseudotamarii	43647395	0	live	BDV38DRAFT_33406	BDV38DRAFT_33406	mitochondrial genome maintenance MGM101-domain-containing protein	mitochondrial genome maintenance MGM101-domain-containing protein		Unknown							
209559	Aspergillus alliaceus	43622635	0	live	BDW43DRAFT_166015	BDW43DRAFT_166015	mitochondrial genome maintenance MGM101-domain-containing protein	mitochondrial genome maintenance MGM101-domain-containing protein		Unknown							
1227346	Fusarium proliferatum ET1	42054170	0	live	FPRO_09295	FPRO_09295	probable MGM101-mitochondrial genome maintenance protein	probable MGM101-mitochondrial genome maintenance protein		Unknown							
76775	Malassezia restricta	38739638	0	live	MRET_2872	MRET_2872	mitochondrial genome maintenance protein MGM101	mitochondrial genome maintenance protein MGM101		V	NC_040197.1	65050	65850	plus	2		
112498	Ramularia collo-cygni	35597260	0	live	RCC_02037	RCC_02037	related to mitochondrial genome maintenance protein MGM101			Unknown							
879819	Cutaneotrichosporon oleaginosum	28981733	0	live	CC85DRAFT_269134	CC85DRAFT_269134	mitochondrial genome maintenance MGM101	mitochondrial genome maintenance MGM101		Unknown							
1460663	Paraphaeosphaeria sporulosa	28757633	0	live	CC84DRAFT_1086196	CC84DRAFT_1086196	mitochondrial genome maintenance protein MGM101			Unknown							
6105	Actinia tenebrosa	116297425	0	live	LOC116297425		mitochondrial genome maintenance protein MGM101-like	mitochondrial genome maintenance protein MGM101-like		Un							
45351	Nematostella vectensis	5502329	0	live	LOC5502329		mitochondrial genome maintenance protein MGM101	mitochondrial genome maintenance protein MGM101		Un							
559292	Saccharomyces cerevisiae S288C	854976	0	live	RAD52	YML032C	recombinase RAD52	recombinase RAD52		XIII	NC_001145.3	212515	213930	minus	1		
559292	Saccharomyces cerevisiae S288C	852088	0	live	SNF1	YDR477W, CAT1, CCR1, GLC2, HAF3, PAS14	AMP-activated serine/threonine-protein kinase catalytic subunit SNF1	AMP-activated serine/threonine-protein kinase catalytic subunit SNF1		IV	NC_001136.10	1412373	1414274	plus	1		
559292	Saccharomyces cerevisiae S288C	856891	0	live	SPT15	YER148W, BTF1, TBP1	TATA-binding protein	TATA-binding protein		V	NC_001137.3	465303	466025	plus	1		
559292	Saccharomyces cerevisiae S288C	856425	0	live	SLT2	YHR030C, BYC2, LYT2, MPK1, SLK2	mitogen-activated serine/threonine-protein kinase SLT2	mitogen-activated serine/threonine-protein kinase SLT2		VIII	NC_001140.6	168890	170344	minus	1		
559292	Saccharomyces cerevisiae S288C	851457	0	live	DUN1	YDL101C	serine/threonine protein kinase DUN1	serine/threonine protein kinase DUN1		IV	NC_001136.10	280307	281848	minus	1		
559292	Saccharomyces cerevisiae S288C	854063	0	live	MSH2	YOL090W, PMS5	mismatch repair ATPase MSH2	mismatch repair ATPase MSH2		XV	NC_001147.6	147382	150276	plus	1		
559292	Saccharomyces cerevisiae S288C	855492	0	live	URE2	YNL229C	glutathione peroxidase	glutathione peroxidase		XIV	NC_001146.8	219137	220201	minus	1		
559292	Saccharomyces cerevisiae S288C	851811	0	live	HTA1	YDR225W, H2A1, SPT11	histone H2A	histone H2A		IV	NC_001136.10	915530	915928	plus	1		
559292	Saccharomyces cerevisiae S288C	854675	0	live	FKH1	YIL131C	forkhead family transcription factor FKH1	forkhead family transcription factor FKH1		IX	NC_001141.2	100781	102235	minus	1		
559292	Saccharomyces cerevisiae S288C	852376	0	live	UBC4	YBR082C	E2 ubiquitin-conjugating protein UBC4	E2 ubiquitin-conjugating protein UBC4		II	NC_001134.8	406628	407169	minus	2		
559292	Saccharomyces cerevisiae S288C	851266	0	live	RFA1	YAR007C, BUF2, FUN3, RPA1, RPA70	replication factor A subunit protein RFA1	replication factor A subunit protein RFA1		I	NC_001133.9	156754	158619	minus	1		
559292	Saccharomyces cerevisiae S288C	855751	0	live	TIM23	YNR017W, MAS6, MIM23, MPI3	protein transporter TIM23	protein transporter TIM23		XIV	NC_001146.8	662913	663581	plus	1		
559292	Saccharomyces cerevisiae S288C	851671	0	live	MSH6	YDR097C, PMS3, PMS6	mismatch repair ATPase MSH6	mismatch repair ATPase MSH6		IV	NC_001136.10	640109	643837	minus	1		
559292	Saccharomyces cerevisiae S288C	854158	0	live	SIN3	YOL004W, CPE1, GAM2, RPD1, SDI1, SDS16, UME4	transcriptional regulator SIN3	transcriptional regulator SIN3		XV	NC_001147.6	316938	321548	plus	1		
559292	Saccharomyces cerevisiae S288C	852763	0	live	SNF4	YGL115W, CAT3, SCI1	AMP-activated serine/threonine-protein kinase regulatory subunit SNF4	AMP-activated serine/threonine-protein kinase regulatory subunit SNF4		VII	NC_001139.9	292033	293001	plus	1		
559292	Saccharomyces cerevisiae S288C	851212	0	live	CCR4	YAL021C, FUN27, NUT21	CCR4-NOT core exoribonuclease subunit CCR4	CCR4-NOT core exoribonuclease subunit CCR4		I	NC_001133.9	110846	113359	minus	1		
559292	Saccharomyces cerevisiae S288C	852834	0	live	RPT6	YGL048C, CIM3, CRL3, SCB68, SUG1	proteasome regulatory particle base subunit RPT6	proteasome regulatory particle base subunit RPT6		VII	NC_001139.9	410069	411286	minus	1		
559292	Saccharomyces cerevisiae S288C	855512	0	live	SSB2	YNL209W, YG103	Hsp70 family ATPase SSB2	Hsp70 family ATPase SSB2		XIV	NC_001146.8	252059	253900	plus	1		
559292	Saccharomyces cerevisiae S288C	851887	0	live	SSD1	YDR293C, CLA1, MCS1, RLT1, SRK1	mRNA-binding translational repressor SSD1	mRNA-binding translational repressor SSD1		IV	NC_001136.10	1045640	1049392	minus	1		
559292	Saccharomyces cerevisiae S288C	854980	0	live	TSA1	YML028W, TPX1, ZRG14	thioredoxin peroxidase TSA1	thioredoxin peroxidase TSA1		XIII	NC_001145.3	220138	220728	plus	1		
559292	Saccharomyces cerevisiae S288C	851994	0	live	MUS81	YDR386W, SLX3	Mus81p	Mus81p		IV	NC_001136.10	1246084	1247982	plus	1		
559292	Saccharomyces cerevisiae S288C	855012	0	live	YPT7	YML001W, AST4, VAM4	Rab family GTPase YPT7	Rab family GTPase YPT7		XIII	NC_001145.3	267174	267800	plus	1		
559292	Saccharomyces cerevisiae S288C	851394	0	live	DHH1	YDL160C	DExD/H-box ATP-dependent RNA helicase DHH1	DExD/H-box ATP-dependent RNA helicase DHH1		IV	NC_001136.10	170410	171930	minus	1		
559292	Saccharomyces cerevisiae S288C	856895	0	live	UBP3	YER151C, BLM3	mRNA-binding ubiquitin-specific protease UBP3	mRNA-binding ubiquitin-specific protease UBP3		V	NC_001137.3	469686	472424	minus	1		
559292	Saccharomyces cerevisiae S288C	852709	0	live	PMR1	YGL167C, BSD1, LDB1, SSC1	Ca(2+)/Mn(2+)-transporting P-type ATPase PMR1	Ca(2+)/Mn(2+)-transporting P-type ATPase PMR1		VII	NC_001139.9	187616	190468	minus	1		
559292	Saccharomyces cerevisiae S288C	853271	0	live	SET2	YJL168C, EZL1, KMT3	histone methyltransferase SET2	histone methyltransferase SET2		X	NC_001142.9	102227	104428	minus	1		
559292	Saccharomyces cerevisiae S288C	856201	0	live	SUA7	YPR086W, SOH4	transcription factor TFIIB	transcription factor TFIIB		XVI	NC_001148.4	710101	711138	plus	1		
559292	Saccharomyces cerevisiae S288C	854680	0	live	STH1	YIL126W, NPS1	RSC chromatin remodeling complex ATPase subunit STH1	RSC chromatin remodeling complex ATPase subunit STH1		IX	NC_001141.2	117992	122071	plus	1		
559292	Saccharomyces cerevisiae S288C	855203	0	live	MLH1	YMR167W, PMS2	mismatch repair ATPase MLH1	mismatch repair ATPase MLH1		XIII	NC_001145.3	594886	597195	plus	1		
559292	Saccharomyces cerevisiae S288C	855788	0	live	POP2	YNR052C, CAF1	CCR4-NOT core DEDD family RNase subunit POP2	CCR4-NOT core DEDD family RNase subunit POP2		XIV	NC_001146.8	719346	720647	minus	1		
559292	Saccharomyces cerevisiae S288C	854776	0	live	CKA1	YIL035C	casein kinase 2 catalytic subunit CKA1	casein kinase 2 catalytic subunit CKA1		IX	NC_001141.2	287790	288908	minus	1		
559292	Saccharomyces cerevisiae S288C	853668	0	live	SAC1	YKL212W, RSD1	phosphatidylinositol-3-phosphatase SAC1	phosphatidylinositol-3-phosphatase SAC1		XI	NC_001143.9	34543	36414	plus	1		
559292	Saccharomyces cerevisiae S288C	855669	0	live	POR1	YNL055C, OMP2	porin POR1	porin POR1		XIV	NC_001146.8	517994	518845	minus	1		
