tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
559292	Saccharomyces cerevisiae S288C	852834	0	live	RPT6	YGL048C, CIM3, CRL3, SCB68, SUG1	proteasome regulatory particle base subunit RPT6	proteasome regulatory particle base subunit RPT6		VII	NC_001139.9	410069	411286	minus	1		
9606	Homo sapiens	9051	0	live	PSTPIP1	CD2BP1, CD2BP1L, CD2BP1S, H-PIP, PAPAS, PSTPIP	proline-serine-threonine phosphatase interacting protein 1	proline-serine-threonine phosphatase-interacting protein 1|CD2 antigen-binding protein 1|CD2 cytoplasmic tail-binding protein|CD2-binding protein 1|PEST phosphatase-interacting protein 1|truncated proline-serine-threonine phosphatase interacting protein 1	15q24.3	15	NC_000015.10	76994680	77037475	plus	20	606347	
9606	Homo sapiens	10241	0	live	CALCOCO2	NDP52	calcium binding and coiled-coil domain 2	calcium-binding and coiled-coil domain-containing protein 2|antigen nuclear dot 52 kDa protein|nuclear domain 10 protein 52|nuclear domain 10 protein NDP52|nuclear dot protein 52	17q21.32	17	NC_000017.11	48831035	48865245	plus	15	604587	
559292	Saccharomyces cerevisiae S288C	851394	0	live	DHH1	YDL160C	DExD/H-box ATP-dependent RNA helicase DHH1	DExD/H-box ATP-dependent RNA helicase DHH1		IV	NC_001136.10	170410	171930	minus	1		
559292	Saccharomyces cerevisiae S288C	852755	0	live	NAB2	YGL122C	mRNA-binding protein NAB2	mRNA-binding protein NAB2		VII	NC_001139.9	278946	280523	minus	1		
559292	Saccharomyces cerevisiae S288C	854790	0	live	TIM44	YIL022W, ISP45, MIM44, MPI1	protein translocase subunit TIM44	protein translocase subunit TIM44		IX	NC_001141.2	311165	312460	plus	1		
9606	Homo sapiens	51043	0	live	ZBTB7B	CKROX, THPOK, ZBTB15, ZFP-67, ZFP67, ZNF857B, c-KROX, hcKROX	zinc finger and BTB domain containing 7B	zinc finger and BTB domain-containing protein 7B|T-helper-inducing POZ/Krueppel-like factor|krueppel-related zinc finger protein cKrox|zinc finger and BTB domain containing 15|zinc finger protein 67 homolog|zinc finger protein 857B|zinc finger protein Th-POK	1q21.3	1	NC_000001.11	155002628	155018523	plus	8	607646	
9606	Homo sapiens	23641	0	live	LDOC1	BCUR1, Mar7, Mart7, RTL7, SIRH7	LDOC1 regulator of NFKB signaling	protein LDOC1|Sushi-Ichi retrotransposon homolog 7|breast cancer, up-regulated 1|leucine zipper down-regulated in cancer 1|leucine zipper downregulated in cancer|leucine zipper protein down-regulated in cancer cells|mammalian retrotransposon-derived 7|retrotransposon Gag like 7	Xq27.1	X	NC_000023.11	141173235	141177129	minus	1	300402	
559292	Saccharomyces cerevisiae S288C	855976	0	live	HHO1	YPL127C	histone H1	histone H1		XVI	NC_001148.4	308828	309604	minus	1		
559292	Saccharomyces cerevisiae S288C	854745	0	live	FIS1	YIL065C, MDV2	Fis1p	Fis1p		IX	NC_001141.2	241308	241775	minus	1		
559292	Saccharomyces cerevisiae S288C	856218	0	live	PRE2	YPR103W, DOA3, PRG1, SRR2	proteasome core particle subunit beta 5	proteasome core particle subunit beta 5		XVI	NC_001148.4	732349	733212	plus	1		
559292	Saccharomyces cerevisiae S288C	851557	0	live	RPT2	YDL007W, YHS4, YTA5	proteasome regulatory particle base subunit RPT2	proteasome regulatory particle base subunit RPT2		IV	NC_001136.10	438047	439360	plus	1		
559292	Saccharomyces cerevisiae S288C	852990	0	live	ESP1	YGR098C	separase	separase		VII	NC_001139.9	682566	687458	minus	1		
9606	Homo sapiens	23582	0	live	CCNDBP1	DIP1, GCIP, HHM	cyclin D1 binding protein 1	cyclin-D1-binding protein 1|D-type cyclin-interacting protein 1|cyclin D-type binding-protein 1|grap2 and cyclin-D-interacting protein|human homolog of Maid	15q15.2	15	NC_000015.10	43185118	43197177	plus	12	607089	
559292	Saccharomyces cerevisiae S288C	851042	0	live	MID2	YLR332W, KAI1	Mid2p	Mid2p		XII	NC_001144.5	790676	791806	plus	1		
559292	Saccharomyces cerevisiae S288C	855245	0	live	PFK2	YMR205C	6-phosphofructokinase subunit beta	6-phosphofructokinase subunit beta		XIII	NC_001145.3	671887	674766	minus	1		
559292	Saccharomyces cerevisiae S288C	851921	0	live	MRPL35	YDR322W, mL38	mitochondrial 54S ribosomal protein YmL35	mitochondrial 54S ribosomal protein YmL35		IV	NC_001136.10	1110589	1111692	plus	1		
559292	Saccharomyces cerevisiae S288C	853332	0	live	MDV1	YJL112W, FIS2, GAG3, NET2	Mdv1p	Mdv1p		X	NC_001142.9	205305	207449	plus	1		
559292	Saccharomyces cerevisiae S288C	852782	0	live	SRM1	YGL097W, MTR1, PRP20, TSM437	Ran guanyl-nucleotide exchange factor	Ran guanyl-nucleotide exchange factor		VII	NC_001139.9	321782	323230	plus	1		
559292	Saccharomyces cerevisiae S288C	850647	0	live	PUF3	YLL013C	mRNA-binding protein PUF3	mRNA-binding protein PUF3		XII	NC_001144.5	122075	124714	minus	1		
559292	Saccharomyces cerevisiae S288C	855094	0	live	ABF2	YMR072W	DNA-binding protein ABF2	DNA-binding protein ABF2		XIII	NC_001145.3	411569	412120	plus	1		
559292	Saccharomyces cerevisiae S288C	850320	0	live	SRO9	YCL037C	Sro9p	Sro9p		III	NC_001135.5	57374	58678	minus	1		
559292	Saccharomyces cerevisiae S288C	856058	0	live	DIG1	YPL049C, RST1	Dig1p	Dig1p		XVI	NC_001148.4	462481	463839	minus	1		
559292	Saccharomyces cerevisiae S288C	855017	0	live	TAF4	YMR005W, MPT1, TAF48, TSG2	Taf4p	Taf4p		XIII	NC_001145.3	276045	277211	plus	1		
9606	Homo sapiens	11043	0	live	MID2	FXY2, MRX101, RNF60, TRIM1	midline 2	probable E3 ubiquitin-protein ligase MID2|RING finger protein 60|RING-type E3 ubiquitin transferase MID2|midin 2|midline defect 2|tripartite motif protein 1|tripartite motif-containing protein 1	Xq22.3	X	NC_000023.11	107825735	107931637	plus	11	300204	
559292	Saccharomyces cerevisiae S288C	856520	0	live	MSH1	YHR120W	mismatch repair ATPase MSH1	mismatch repair ATPase MSH1		VIII	NC_001140.6	349574	352453	plus	1		
559292	Saccharomyces cerevisiae S288C	850395	0	live	RIM1	YCR028C-A	Rim1p	Rim1p		III	NC_001135.5	172950	173440	minus	2		
559292	Saccharomyces cerevisiae S288C	851030	0	live	MMS22	YLR320W, SLM2	Mms22p	Mms22p		XII	NC_001144.5	771940	776304	plus	1		
559292	Saccharomyces cerevisiae S288C	856106	0	live	HAT1	YPL001W, KAT1	histone acetyltransferase catalytic subunit HAT1	histone acetyltransferase catalytic subunit HAT1		XVI	NC_001148.4	554605	555729	plus	1		
559292	Saccharomyces cerevisiae S288C	851102	0	live	VAC14	YLR386W	Vac14p	Vac14p		XII	NC_001144.5	893628	896270	plus	1		
559292	Saccharomyces cerevisiae S288C	852991	0	live	TEL2	YGR099W	Tel2p	Tel2p		VII	NC_001139.9	687899	689965	plus	1		
559292	Saccharomyces cerevisiae S288C	854740	0	live	MAM33	YIL070C	Mam33p	Mam33p		IX	NC_001141.2	230272	231072	minus	1		
559292	Saccharomyces cerevisiae S288C	850549	0	live	SPB4	YFL002C	putative ATP-dependent RNA helicase SPB4	putative ATP-dependent RNA helicase SPB4		VI	NC_001138.5	145114	146934	minus	1		
9606	Homo sapiens	23281	0	live	MTUS2	CAZIP, ICIS, KIAA0774, TIP150	microtubule associated scaffold protein 2	microtubule-associated tumor suppressor candidate 2|+TIP of 150 kDa|cardiac zipper protein|microtubule associated tumor suppressor candidate 2|microtubule plus-end tracking protein TIP150|tracking protein of 150 kDa	13q12.3	13	NC_000013.11	28820339	29505947	plus	20		
559292	Saccharomyces cerevisiae S288C	854513	0	live	ALA1	YOR335C, CDC64	alanine--tRNA ligase	alanine--tRNA ligase		XV	NC_001147.6	946233	949109	minus	1		
559292	Saccharomyces cerevisiae S288C	851160	0	live	MRPL4	YLR439W, uL29m	mitochondrial 54S ribosomal protein YmL4	mitochondrial 54S ribosomal protein YmL4		XII	NC_001144.5	1014491	1015450	plus	1		
559292	Saccharomyces cerevisiae S288C	854058	0	live	HMI1	YOL095C	ATP-dependent 3'-5' DNA helicase	ATP-dependent 3'-5' DNA helicase		XV	NC_001147.6	139227	141347	minus	1		
559292	Saccharomyces cerevisiae S288C	851856	0	live	DIN7	YDR263C, DIN3	exodeoxyribonuclease DIN7	exodeoxyribonuclease DIN7		IV	NC_001136.10	994242	995534	minus	1		
559292	Saccharomyces cerevisiae S288C	850508	0	live	MOB2	YFL034C-B, YFL035C, YFL035C-A	Mob2p	Mob2p		VI	NC_001138.5	63016	63993	minus	2		
559292	Saccharomyces cerevisiae S288C	852419	0	live	MRPL36	YBR122C, bL31m	mitochondrial 54S ribosomal protein YmL36	mitochondrial 54S ribosomal protein YmL36		II	NC_001134.8	483970	484503	minus	1		
559292	Saccharomyces cerevisiae S288C	853858	0	live	CCE1	YKL011C, MGT1	cruciform cutting endonuclease	cruciform cutting endonuclease		XI	NC_001143.9	420155	421216	minus	1		
559292	Saccharomyces cerevisiae S288C	852641	0	live	HFM1	YGL251C, MER3	DNA helicase	DNA helicase		VII	NC_001139.9	27921	31636	minus	2		
559292	Saccharomyces cerevisiae S288C	852127	0	live	SLF1	YDR515W, SRO99	Slf1p	Slf1p		IV	NC_001136.10	1473429	1474772	plus	1		
559292	Saccharomyces cerevisiae S288C	851889	0	live	HDA2	YDR295C, PLO2	Hda2p	Hda2p		IV	NC_001136.10	1052623	1054647	minus	1		
559292	Saccharomyces cerevisiae S288C	855039	0	live	MRPL3	YMR024W, mL44	mitochondrial 54S ribosomal protein YmL3	mitochondrial 54S ribosomal protein YmL3		XIII	NC_001145.3	321875	323047	plus	1		
559292	Saccharomyces cerevisiae S288C	856214	0	live	MRPL51	YPR100W, mL43	mitochondrial 54S ribosomal protein MRPL51	mitochondrial 54S ribosomal protein MRPL51		XVI	NC_001148.4	729791	730213	plus	1		
559292	Saccharomyces cerevisiae S288C	855943	0	live	CDC60	YPL160W	leucine--tRNA ligase CDC60	leucine--tRNA ligase CDC60		XVI	NC_001148.4	246990	250262	plus	1		
559292	Saccharomyces cerevisiae S288C	851529	0	live	SLM3	YDL033C, MTO2, MTU1	tRNA-5-taurinomethyluridine 2-sulfurtransferase	tRNA-5-taurinomethyluridine 2-sulfurtransferase		IV	NC_001136.10	392659	393912	minus	1		
559292	Saccharomyces cerevisiae S288C	855466	0	live	GIS2	YNL255C	mRNA-binding translational activator GIS2	mRNA-binding translational activator GIS2		XIV	NC_001146.8	167329	167790	minus	1		
559292	Saccharomyces cerevisiae S288C	855469	0	live	MRPL17	YNL252C, MRPL30, mL46	mitochondrial 54S ribosomal protein YmL17/YmL30	mitochondrial 54S ribosomal protein YmL17/YmL30		XIV	NC_001146.8	171441	172286	minus	1		
559292	Saccharomyces cerevisiae S288C	854051	0	live	TPT1	YOL102C	tRNA 2'-phosphotransferase	tRNA 2'-phosphotransferase		XV	NC_001147.6	125997	126689	minus	1		
559292	Saccharomyces cerevisiae S288C	853135	0	live	MRPL9	YGR220C, uL3m	mitochondrial 54S ribosomal protein YmL9	mitochondrial 54S ribosomal protein YmL9		VII	NC_001139.9	936074	936883	minus	1		
559292	Saccharomyces cerevisiae S288C	853875	0	live	MRPL13	YKR006C, YK105, mL50	mitochondrial 54S ribosomal protein YmL13	mitochondrial 54S ribosomal protein YmL13		XI	NC_001143.9	450423	451217	minus	1		
559292	Saccharomyces cerevisiae S288C	851817	0	live	COX20	YDR231C	Cox20p	Cox20p		IV	NC_001136.10	926293	926910	minus	1		
559292	Saccharomyces cerevisiae S288C	855436	0	live	MRPL10	YNL284C, MRPL18, uL15m	mitochondrial 54S ribosomal protein YmL10/YmL18	mitochondrial 54S ribosomal protein YmL10/YmL18		XIV	NC_001146.8	103134	104102	minus	1		
559292	Saccharomyces cerevisiae S288C	853646	0	live	HYM1	YKL189W	Hym1p	Hym1p		XI	NC_001143.9	84704	85903	plus	1		
559292	Saccharomyces cerevisiae S288C	852242	0	live	MRPL16	YBL038W, RML16, uL16m	mitochondrial 54S ribosomal protein YmL47	mitochondrial 54S ribosomal protein YmL47		II	NC_001134.8	146187	146885	plus	1		
559292	Saccharomyces cerevisiae S288C	855544	0	live	MRPL22	YNL177C, uL22m	mitochondrial 54S ribosomal protein YmL22	mitochondrial 54S ribosomal protein YmL22		XIV	NC_001146.8	303686	304615	minus	1		
559292	Saccharomyces cerevisiae S288C	851694	0	live	MRPL1	YDR116C, uL1m	mitochondrial 54S ribosomal protein MRPL1	mitochondrial 54S ribosomal protein MRPL1		IV	NC_001136.10	682724	683581	minus	1		
559292	Saccharomyces cerevisiae S288C	854702	0	live	SHQ1	YIL104C	Hsp90 cochaperone SHQ1	Hsp90 cochaperone SHQ1		IX	NC_001141.2	169982	171505	minus	1		
559292	Saccharomyces cerevisiae S288C	850434	0	live	IMG2	YCR071C, mL49	mitochondrial 54S ribosomal protein IMG2	mitochondrial 54S ribosomal protein IMG2		III	NC_001135.5	240103	240543	minus	1		
559292	Saccharomyces cerevisiae S288C	852073	0	live	MRPL28	YDR462W, mL40	mitochondrial 54S ribosomal protein YmL28	mitochondrial 54S ribosomal protein YmL28		IV	NC_001136.10	1386073	1386516	plus	1		
559292	Saccharomyces cerevisiae S288C	850413	0	live	IMG1	YCR046C, bL19m	mitochondrial 54S ribosomal protein IMG1	mitochondrial 54S ribosomal protein IMG1		III	NC_001135.5	209914	210423	minus	1		
559292	Saccharomyces cerevisiae S288C	851454	0	live	QRI7	YDL104C	putative N(6)-L-threonylcarbamoyladenine synthase	putative N(6)-L-threonylcarbamoyladenine synthase		IV	NC_001136.10	273653	274876	minus	1		
559292	Saccharomyces cerevisiae S288C	855727	0	live	MRP7	YNL005C, bL27m	mitochondrial 54S ribosomal protein YmL2	mitochondrial 54S ribosomal protein YmL2		XIV	NC_001146.8	621313	622428	minus	1		
559292	Saccharomyces cerevisiae S288C	851823	0	live	MRPL7	YDR237W, uL5m	mitochondrial 54S ribosomal protein YmL7/YmL5	mitochondrial 54S ribosomal protein YmL7/YmL5		IV	NC_001136.10	936615	937493	plus	1		
559292	Saccharomyces cerevisiae S288C	854983	0	live	YML6	YML025C, uL4m	mitochondrial 54S ribosomal protein YmL6	mitochondrial 54S ribosomal protein YmL6		XIII	NC_001145.3	224406	225365	minus	2		
559292	Saccharomyces cerevisiae S288C	851022	0	live	MRPL15	YLR312W-A, mL57	mitochondrial 54S ribosomal protein YmL15	mitochondrial 54S ribosomal protein YmL15		XII	NC_001144.5	759480	760241	plus	1		
559292	Saccharomyces cerevisiae S288C	853687	0	live	MRP49	YKL167C, mL61	mitochondrial 54S ribosomal protein MRP49	mitochondrial 54S ribosomal protein MRP49		XI	NC_001143.9	133721	134134	minus	1		
7955	Danio rerio	799412	0	live	trpm2	si:ch73-263b18.1	transient receptor potential cation channel, subfamily M, member 2	transient receptor potential cation channel subfamily M member 2|transient receptor potential melastatin 2		9	NC_007120.7	52838174	52929785	minus	35		
559292	Saccharomyces cerevisiae S288C	853960	0	live	MRPL20	YKR085C, mL58	mitochondrial 54S ribosomal protein YmL20	mitochondrial 54S ribosomal protein YmL20		XI	NC_001143.9	599094	599681	minus	1		
559292	Saccharomyces cerevisiae S288C	855120	0	live	SNO1	YMR095C	putative pyridoxal 5'-phosphate synthase	putative pyridoxal 5'-phosphate synthase		XIII	NC_001145.3	457285	457959	minus	1		
559292	Saccharomyces cerevisiae S288C	854321	0	live	MRPL23	YOR150W, uL13m	mitochondrial 54S ribosomal protein YmL23	mitochondrial 54S ribosomal protein YmL23		XV	NC_001147.6	611999	612490	plus	1		
559292	Saccharomyces cerevisiae S288C	850912	0	live	CDC123	YLR215C	cell proliferation protein CDC123	cell proliferation protein CDC123		XII	NC_001144.5	570776	571858	minus	1		
559292	Saccharomyces cerevisiae S288C	853382	0	live	MRPL8	YJL063C, HRD238, bL17m	mitochondrial 54S ribosomal protein YmL8	mitochondrial 54S ribosomal protein YmL8		X	NC_001142.9	315759	316475	minus	1		
559292	Saccharomyces cerevisiae S288C	855086	0	live	AEP1	YMR064W, NCA1	Aep1p	Aep1p		XIII	NC_001145.3	397903	399459	plus	1		
559292	Saccharomyces cerevisiae S288C	855536	0	live	MRPL19	YNL185C, uL11m	mitochondrial 54S ribosomal protein YmL19	mitochondrial 54S ribosomal protein YmL19		XIV	NC_001146.8	292193	292669	minus	1		
559292	Saccharomyces cerevisiae S288C	855918	0	live	RTC6	YPL183W-A, TAE4, bL36m	putative mitochondrial 54S ribosomal protein RTC6	putative mitochondrial 54S ribosomal protein RTC6		XVI	NC_001148.4	199095	199376	plus	1		
284811	Eremothecium gossypii ATCC 10895	4618675	0	live	AGOS_AAL067W	AGOS_AAL067W, AAL067W	AAL067Wp			I	NC_005782.2	231315	231956	plus	1		
28985	Kluyveromyces lactis	2891994	0	live	KLLA0_C10439g	KLLA0_C10439g	uncharacterized protein			C	NC_006039.1	893936	894595	minus	1		
573826	Candida dubliniensis CD36	8044704	0	live	CD36_05010	CD36_05010	mitochondrial DNA repair/recombination machinery subunit, putative			1	NC_012860.1	1146004	1146723	minus	1		
559295	Lachancea thermotolerans CBS 6340	8293571	0	live	KLTH0G06116g	KLTH0G06116g	KLTH0G06116p			G	NC_013083.1	482874	483518	minus	1		
4956	Zygosaccharomyces rouxii	8206547	0	live	ZYRO0G16984g	ZYRO0G16984g	uncharacterized protein			G	NC_012996.1	1396945	1397616	plus	1		
284591	Yarrowia lipolytica CLIB122	2911667	0	live	YALI0_E17369g	YALI0_E17369g, YALI0E17369g	YALI0E17369p			E	NC_006071.1	2051593	2052207	plus	1		
284592	Debaryomyces hansenii CBS767	2902861	0	live	DEHA2E07502g	DEHA2E07502g	DEHA2E07502p	DEHA2E07502p		E	NC_006047.2	595549	596250	minus	1		
5478	[Candida] glabrata	2888662	0	live	CAGL0H01353g	CAGL0H01353g	uncharacterized protein			H	NC_006031.1	133494	134099	plus	1		
45607	[Candida] sorbophila	36514343	0	live	B9G98_00594	B9G98_00594	Mitochondrial ous recombination protein 1	Mitochondrial ous recombination protein 1		Unknown							
436907	Vanderwaltozyma polyspora DSM 70294	5545937	0	live	Kpol_1004p73	Kpol_1004p73	hypothetical protein										
1071383	Kazachstania naganishii CBS 8797	34528795	0	live	KNAG0M01620	KNAG_0M01620	hypothetical protein			13	NC_035934.1	288553	289170	minus	1		
1071380	Tetrapisispora blattae CBS 6284	14495117	0	live	TBLA0C03340	TBLA_0C03340	hypothetical protein			3	NC_020187.1	809046	809834	plus	1		
1071382	Kazachstania africana CBS 2517	13882869	0	live	KAFR0E01360	KAFR_0E01360	hypothetical protein			5	NC_018944.1	271827	272540	minus	1		
1071381	Tetrapisispora phaffii CBS 4417	11531061	0	live	TPHA0D01860	TPHA_0D01860	hypothetical protein			4	NC_016523.1	389368	390042	plus	1		
4950	Torulaspora delbrueckii	11503958	0	live	TDEL0E03140	TDEL_0E03140	hypothetical protein	hypothetical protein		5	NC_016505.1	590840	591511	minus	1		
1071378	Naumovozyma dairenensis CBS 421	11496501	0	live	NDAI0C04080	NDAI_0C04080	hypothetical protein			3	NC_016481.1	931757	932458	plus	1		
1245769	Lachancea lanzarotensis	34687273	0	live	LALA0_S09e01750g	LALA0_S09e01750g	hypothetical protein			Unknown							
348802	Exophiala xenobiotica	25322504	0	live	PV05_00596	PV05_00596	hypothetical protein	hypothetical protein, variant		Unknown							
559292	Saccharomyces cerevisiae S288C	854305	0	live	SIA1	YOR137C	Sia1p	Sia1p		XV	NC_001147.6	581813	583681	minus	1		
559292	Saccharomyces cerevisiae S288C	851422	0	live	RPL41B	YDL133C-A, RPL47B, YDL134C-A	ribosomal 60S subunit protein L41B	ribosomal 60S subunit protein L41B		IV	NC_001136.10	221724	221801	minus	1		
58627	Debaryomyces fabryi	26841798	0	live	AC631_04789	AC631_04789	Mitochondrial-like proteinous recombination protein 1	Mitochondrial-like proteinous recombination protein 1		Unknown							
644223	Komagataella phaffii GS115	8199558	0	live	PAS_chr3_0426	PAS_chr3_0426	Protein involved in homologous recombination in mitochondria and in transcription regulation in nucl			3	NC_012965.1	830888	831502	minus	1		
264951	Byssochlamys spectabilis	39601086	0	live	C8Q69DRAFT_48507	C8Q69DRAFT_48507	transcriptional regulation of mitochondrial recombination-domain-containing protein	transcriptional regulation of mitochondrial recombination-domain-containing protein		Unknown							
27334	Penicillium expansum	27674218	0	live	PEX2_015230	PEX2_015230	Mitochondrial homologous recombination protein 1			Unknown							
590646	Yamadazyma tenuis ATCC 10573	18248293	0	live	CANTEDRAFT_116410	CANTEDRAFT_116410	mitochondrial homologous recombination protein 1	mitochondrial homologous recombination protein 1		Unknown							
367110	Neurospora crassa OR74A	3873390	0	live	NCU00103	NCU00103	hypothetical protein			III	NC_026503.1	2632691	2634374	minus	2		
242507	Pyricularia oryzae 70-15	2684615	0	live	MGG_06460	MGG_06460	hypothetical protein	hypothetical protein		4	NC_017851.1	3659794	3661204	minus	2		
1344418	Ascoidea rubescens DSM 1968	30963535	0	live	ASCRUDRAFT_25609	ASCRUDRAFT_25609	mitochondrial like-protein recombination protein			Unknown							
1341132	Aspergillus welwitschiae	38144747	0	live	BDQ94DRAFT_71979	BDQ94DRAFT_71979	transcriptional regulation of mitochondrial recombination-domain-containing protein	transcriptional regulation of mitochondrial recombination-domain-containing protein		Unknown							
41067	Aspergillus candidus	36522250	0	live	BDW47DRAFT_117542	BDW47DRAFT_117542	transcriptional regulation of mitochondrial recombination-domain-containing protein	transcriptional regulation of mitochondrial recombination-domain-containing protein		Unknown							
871575	Ogataea parapolymorpha DL-1	25773789	0	live	HPODL_04361	HPODL_04361	recombination/transcription regulation protein			V	NC_027862.1	1048894	1049508	plus	1		
1041607	Wickerhamomyces ciferrii	23468835	0	live	BN7_5856	BN7_5856	putative transcription factor, mitochondrial										
500485	Penicillium chrysogenum Wisconsin 54-1255	8313191	0	live	Pc21g03550	Pc21g03550	Pc21g03550	Pc21g03550|hypothetical protein		1							
237561	Candida albicans SC5314	3642476	0	live	CAALFM_C105270CA	CAALFM_C105270CA	hypothetical protein	hypothetical protein		1	NC_032089.1	1108146	1108865	minus	1		
332648	Botrytis cinerea B05.10	5426555	0	live	BCIN_10g03900	BCIN_10g03900, BC1G_15408	hypothetical protein	hypothetical protein		10	NC_037319.1	1495512	1497112	minus	2		
1397361	Sporothrix schenckii 1099-18	27669742	0	live	SPSK_07810	SPSK_07810	hypothetical protein			Unknown							
747089	Rhizophagus irregularis DAOM 181602=DAOM 197198	36870281	0	live	GLOIN_2v1664702	GLOIN_2v1664702	hypothetical protein	hypothetical protein		Unknown							
655844	Metarhizium robertsii ARSEF 23	19257819	0	live	MAA_03533	MAA_03533	hypothetical protein										
671987	Exserohilum turcica Et28A	19396853	0	live	SETTUDRAFT_146117	SETTUDRAFT_146117	hypothetical protein	hypothetical protein		Unknown							
931890	Eremothecium cymbalariae DBVPG#7215	11470934	0	live	Ecym_3190	Ecym_3190	Hypothetical protein			3	NC_016451.1	367845	368498	plus	1		
1051616	Verticillium nonalfalfae	39611029	0	live	D7B24_007340	D7B24_007340	hypothetical protein	hypothetical protein		Unknown							
1314773	Sodiomyces alkalinus F11	39582969	0	live	SODALDRAFT_362751	SODALDRAFT_362751	hypothetical protein	hypothetical protein		Unknown							
